LoanAmount0,LoanPeriod0,Good,PredictedGood0
1301,5,1,333
5500,13,1,422
8000,16,1,441
869,2,1,518
2000,6,1,540
4000,10,1,520
6000,12,1,500
6000,14,1,471
2229,7,1,410
8000,16,1,549
4200,11,0,243
5000,12,1,231
5000,12,1,439
6000,14,1,364
3000,8,1,485
5871,14,1,301
3500,7,1,451
15000,26,1,313
4300,11,1,274
3550,9,1,530
4000,10,1,568
24300,33,1,379
9200,20,1,402
2500,7,0,-444
800,4,0,270
5000,12,1,302
6000,15,0,-518
142500,58,0,275
3000,8,1,388
1500,5,0,202
4000,10,0,-488
45000,37,1,260
71700,46,1,161
122700,52,1,302
2000,6,1,238
32300,37,0,-570
57700,41,0,163
21900,33,1,401
9200,21,0,145
3000,6,1,347
4600,11,0,221
4700,11,1,420
24300,33,1,312
1800,6,0,286
2000,6,1,366
4500,11,1,417
4700,11,0,-427
18200,32,1,543
54450,38,1,431
10000,21,1,356
2500,5,1,385
2300,5,1,485
3800,10,1,384
7600,15,1,311
75600,45,0,266
5000,10,1,144
3000,8,0,-469
3500,7,1,404
1900,6,1,255
3700,10,1,279
9000,20,1,474
1000,4,1,361
2000,6,0,-516
8000,19,0,-490
1600,4,1,463
3000,8,0,-443
6000,14,1,385
33800,35,1,247
996,2,1,470
1800,6,0,-440
2000,6,1,395
2000,6,1,440
750,4,1,562
8500,20,1,421
17400,31,1,381
9200,22,0,391
2500,7,0,-457
3000,8,0,-409
5000,12,1,456
5000,12,0,439
1000,2,1,612
3000,6,1,483
2000,6,1,366
5400,13,1,385
4000,10,1,405
700,4,0,-534
4200,9,1,454
4700,9,1,317
3900,10,1,543
6000,14,1,405
7000,17,0,450
10000,20,1,451
1900,6,1,540
1500,5,1,660
1700,6,1,436
3500,9,0,155
5889,12,1,388
2862,8,1,423
5000,12,1,403
1113,5,1,332
7000,16,1,519
4000,10,0,-452
2226,7,0,-457
5500,13,1,485
5838,14,1,372
1000,4,0,298
500,2,1,543
1772,4,1,351
12000,21,1,462
5500,11,1,591
1300,5,1,420
600,4,0,160
1500,5,0,153
2400,7,1,515
868,4,1,587
1300,5,0,365
3600,9,1,483
7500,18,1,531
3500,9,1,578
2000,4,1,370
2350,7,0,-57
700,4,0,114
1000,4,0,-466
2000,6,1,359
2000,6,0,210
1700,6,1,532
2000,6,1,346
1800,6,1,515
1000,4,0,273
1000,4,1,523
1500,3,1,457
6900,16,0,384
3316,9,1,378
4200,11,1,560
2500,5,1,434
3000,8,1,454
2786,8,0,-347
2500,7,0,-496
5000,10,1,621
6000,14,1,287
5900,14,1,453
4000,10,1,371
2787,8,1,474
5131,13,1,436
3000,6,1,453
4300,9,1,260
1663,6,0,463
5350,11,1,344
1500,5,0,-521
6000,14,1,453
3000,8,1,513
3000,8,1,471
8000,18,0,-529
6440,13,1,465
3000,8,1,364
8350,18,1,520
2500,5,1,463
3766,8,1,381
3500,7,1,454
1100,3,1,574
2200,5,1,611
3500,7,1,385
1193,5,1,417
5000,12,1,436
10000,23,1,559
5000,12,1,528
3500,9,1,466
600,4,1,679
3500,7,1,441
3974,8,1,479
3000,6,1,322
3000,8,1,20
7000,18,1,322
28300,34,1,367
3200,9,1,250
8000,18,1,449
81100,46,1,311
1500,5,0,-473
4000,8,1,391
24300,33,1,-115
700,4,0,-428
43500,37,0,188
4000,8,1,371
1500,5,0,-644
5000,10,1,260
24300,32,1,369
23200,33,1,158
1200,5,1,257
6500,13,1,244
5000,10,1,293
700,4,1,401
1500,3,1,217
5000,10,1,362
2300,5,1,416
139300,57,1,357
4000,10,1,291
3000,6,1,374
10000,22,1,270
1600,4,1,227
10000,19,1,339
8000,16,1,368
6000,14,0,-615
4700,9,1,274
2000,6,0,-464
105200,50,1,367
29600,34,1,-2
9200,18,1,229
107300,50,1,215
10000,19,1,490
48500,38,1,344
87700,47,1,200
4600,9,1,523
2700,6,1,364
1000,4,0,41
5100,10,1,325
3000,6,1,430
7700,17,1,531
2500,7,1,364
3500,9,1,547
1000,4,1,515
6800,13,1,474
3400,7,1,520
4700,9,1,549
8000,18,1,485
31000,32,1,306
2500,7,1,476
800,4,1,40
4000,10,1,473
5300,13,1,206
9000,20,1,436
3500,9,0,-478
900,4,1,504
600,4,1,692
5800,14,0,-440
5000,10,1,525
4500,11,1,510
59500,41,1,278
6000,14,0,-346
88400,46,1,441
12200,25,0,-221
12200,26,0,-283
71300,42,1,322
1500,5,0,-370
1000,4,1,489
500,2,1,413
9000,20,1,318
1500,5,1,287
1556,6,1,401
2500,5,1,632
1200,3,1,-67
10000,22,0,337
7500,17,0,582
2800,8,1,417
2000,4,1,551
4000,10,1,531
1400,3,1,626
4800,12,0,405
9200,19,1,463
3800,10,1,267
3800,8,1,274
7000,16,0,394
3000,8,0,-303
500,4,0,-498
50800,41,1,400
1000,2,1,508
1200,3,1,712
1000,4,1,285
114000,54,1,433
10000,21,1,367
19400,31,1,450
3500,7,1,546
1000,4,1,560
3000,6,1,485
4000,10,1,394
3225,9,0,463
1000,2,1,682
2500,7,1,573
5500,13,1,551
7500,15,1,505
2000,6,1,559
868,2,1,306
2200,5,1,367
1084,5,1,540
1000,2,1,464
4320,11,0,248
6188,12,1,388
432,4,1,317
1000,2,1,694
1625,4,1,344
5000,12,1,543
1500,3,1,179
4500,11,1,457
4500,9,1,582
3000,6,1,471
10000,20,1,433
5000,12,1,305
1700,4,1,592
6700,13,1,433
2867,6,1,341
4000,10,1,462
500,4,1,672
3979,10,0,227
5600,13,1,334
5116,12,1,354
3700,10,1,453
7000,16,0,375
1113,5,0,-454
5000,12,1,304
10000,21,1,-67
10000,21,1,505
4650,11,1,493
4600,11,1,436
10414,22,0,335
7005,16,1,472
1084,3,1,444
1661,4,1,512
1192,5,1,402
1782,6,0,-323
3000,6,1,364
1084,5,1,450
2296,7,1,405
5300,11,1,347
543,2,1,484
543,2,1,522
5000,13,1,463
543,4,1,426
1500,3,1,429
5000,12,1,-67
6816,15,1,455
3000,8,0,133
1000,4,1,498
2500,7,1,364
5127,10,1,96
1000,4,0,98
1500,5,1,474
5000,10,1,551
11000,22,1,364
3316,9,0,-354
1500,5,0,364
3560,9,1,394
5407,13,1,327
6253,14,1,411
3240,7,1,444
6000,14,1,451
6000,14,0,-437
1200,5,1,412
6000,12,1,384
5600,13,1,471
2000,6,1,480
2200,7,1,463
5912,12,1,361
5100,12,0,493
2000,4,1,584
7000,16,1,462
1626,6,1,516
3532,7,1,278
500,4,1,514
1000,4,0,-504
15229,25,1,395
5200,10,1,453
1663,6,1,487
5500,13,1,396
12000,22,1,405
5000,10,1,581
1000,4,1,515
2200,7,1,567
652,4,1,429
1331,5,1,535
7447,17,1,326
540,4,1,401
13000,22,1,453
1400,5,1,535
5000,13,0,510
6000,14,1,560
7506,16,1,275
2500,5,1,498
2500,5,1,627
2100,7,1,348
2000,6,1,540
850,4,0,629
2000,4,1,260
5000,12,1,436
6000,14,1,385
3900,10,1,495
5135,13,1,381
1084,3,1,526
652,4,1,513
1100,5,1,53
1672,4,1,495
7116,17,1,378
3994,10,0,487
5693,13,1,442
1109,5,1,424
3400,7,1,170
4564,9,1,360
1672,6,1,278
4000,10,1,-13
1500,5,0,-385
5000,12,1,439
5500,13,1,525
543,2,1,5
543,4,1,570
2700,8,1,480
500,2,1,589
7000,17,1,363
5000,12,1,436
1084,3,1,596
1000,4,1,569
2000,6,1,627
7000,15,1,456
1500,3,1,357
9200,18,1,337
4000,11,1,275
29000,34,1,376
2000,6,1,202
20700,31,1,305
52200,41,1,201
8000,18,1,220
29200,33,1,168
3000,8,0,-568
89800,51,1,272
1100,3,1,426
3000,8,1,369
80700,44,1,368
3000,6,1,395
2700,6,1,181
1200,3,1,319
31000,34,1,215
3500,9,1,220
1600,6,1,646
12525,22,1,219
5000,13,1,416
33800,36,1,454
1000,4,1,411
1900,6,1,398
7000,16,1,342
7000,16,1,433
14550,26,0,319
525,2,1,549
7340,17,1,407
2000,6,1,538
1000,4,1,295
4950,12,1,428
8500,19,1,206
2000,6,0,-394
4000,10,1,441
9650,21,1,410
33800,35,1,396
5300,11,1,289
4000,10,1,279
88400,49,1,278
3700,10,1,420
12200,22,1,337
50800,37,1,374
3400,9,1,531
10000,21,1,431
4500,9,1,122
2000,6,1,423
7000,16,1,333
2000,6,1,520
2000,6,0,176
3000,8,1,132
2000,6,0,-519
7000,16,1,390
7000,15,1,262
41600,36,1,523
46900,38,1,338
31600,34,0,214
4350,11,1,232
30400,33,1,463
3300,9,1,513
52350,37,1,252
5000,12,0,-612
43500,35,1,365
4800,12,1,396
5400,13,1,475
7000,16,1,447
1500,5,1,311
6150,15,1,136
1112,5,0,-370
3000,8,0,164
2850,8,0,-495
8000,18,1,519
6200,14,1,423
3750,10,0,-390
6000,14,1,302
4540,9,1,322
10000,21,1,355
3850,10,1,425
10000,21,1,453
4540,11,1,307
1913,4,1,306
8650,20,1,389
3500,9,1,380
1700,6,1,428
3100,6,1,422
1112,5,1,318
2000,6,1,513
8000,18,1,436
5000,12,1,510
5400,13,1,460
3000,8,1,581
2500,7,1,433
3000,8,1,477
3250,7,1,472
6751,15,1,453
1113,5,1,492
5000,12,1,419
4946,12,0,234
6000,14,1,299
600,2,1,414
543,2,1,431
868,4,1,508
2596,8,1,266
4900,12,1,290
10000,23,1,254
3312,9,1,250
7000,16,1,540
1500,3,1,572
2000,6,0,-521
7000,16,1,444
1500,5,0,-563
2600,6,1,508
2000,4,1,321
4450,9,1,176
1550,4,1,235
4200,11,1,448
15000,28,1,331
7765,17,1,480
3000,6,1,397
1400,5,0,-515
3418,9,1,436
3000,8,1,442
672,2,1,550
2953,8,1,501
543,2,1,404
842,4,1,348
10300,22,1,238
525,4,1,495
5800,14,1,442
5000,10,1,539
9300,18,1,232
4586,9,1,128
1626,6,1,233
543,2,1,268
3509,7,1,289
4558,9,1,330
8500,17,1,418
1000,4,1,336
15000,24,1,393
809,2,1,308
4000,8,1,475
1525,5,0,-535
5864,14,1,383
15000,24,1,83
567,4,1,94
5000,12,1,374
15000,25,1,336
2300,7,1,511
2000,6,0,-490
3500,9,0,-473
1600,6,0,-457
1600,6,0,-474
2000,4,1,85
11500,23,0,-415
15000,27,1,358
3500,9,1,165
10000,21,1,281
850,4,1,714
1663,4,1,478
15000,26,1,405
2600,8,1,454
3100,6,1,241
4500,11,1,420
5000,10,1,342
4000,8,1,510
8500,19,0,426
3500,9,1,734
8750,18,1,432
15000,25,1,232
5589,13,1,149
3706,9,1,263
543,2,1,479
24300,32,1,435
1600,4,1,429
29100,33,1,316
600,4,0,-490
4000,10,1,408
46900,38,1,204
92900,48,1,219
3000,8,0,-577
32300,33,1,268
3500,9,1,427
16020,28,1,315
1600,6,1,119
30624,33,1,247
720,4,0,236
5000,10,1,238
1600,4,1,595
500,4,0,-240
43500,36,1,345
759,4,1,338
4700,11,1,384
3000,8,0,-498
2500,7,1,487
500,4,1,641
1000,4,0,-399
1000,4,1,400
2000,6,1,553
2385,5,1,482
1000,2,1,499
1000,2,1,458
54450,40,1,401
8400,16,1,392
10000,21,1,364
1000,4,0,-394
3000,8,1,431
9820,19,1,496
2200,5,1,601
4000,8,1,484
13800,25,1,257
131500,53,1,144
500,4,0,-377
47260,35,1,364
1500,5,1,266
1000,2,1,317
2000,6,0,613
2000,4,1,602
24300,30,1,409
9200,20,1,574
3000,8,1,405
8000,19,1,439
500,2,1,695
6000,14,1,399
7500,17,1,331
1600,4,1,381
2000,6,1,666
4000,8,1,254
1000,4,1,261
7000,15,1,492
2276,7,1,333
6000,12,1,453
3000,8,1,515
6000,12,1,436
5560,13,1,398
7000,14,1,543
500,4,1,182
6000,15,1,436
3800,8,1,132
6000,14,1,-188
3000,8,1,544
1000,2,1,456
2000,4,1,522
6000,12,1,513
2000,6,1,452
1000,4,1,439
3000,8,0,401
1700,6,0,533
3411,9,0,419
1084,5,1,268
3000,6,1,416
3411,7,1,288
1530,6,0,-457
6000,14,1,382
2200,5,1,474
850,2,1,519
3411,9,1,331
600,4,1,601
2050,6,0,383
543,4,1,426
1500,5,0,-489
1800,6,0,314
1300,5,1,3
2000,6,0,-313
1000,4,1,401
15000,29,1,329
2000,6,1,541
1301,5,1,411
1330,5,0,88
4000,10,1,399
6000,15,1,350
2710,8,1,392
500,2,1,612
2786,6,1,612
7400,15,1,274
500,4,0,-521
9350,20,1,453
8000,18,1,174
11865,24,1,370
543,4,1,550
10000,21,1,433
11700,21,1,419
1109,3,1,533
1672,6,0,318
890,2,1,282
1000,4,1,473
7000,16,1,305
2500,5,1,472
3000,8,1,436
1000,4,0,206
6000,12,1,533
4097,8,1,385
3500,9,1,474
4000,8,1,351
5000,12,1,463
3000,8,1,324
6857,16,1,471
760,2,1,660
3000,8,0,436
2100,7,1,384
2000,4,1,446
3000,8,0,-365
10000,22,1,485
2230,7,1,376
4800,10,1,515
4126,10,1,520
11770,23,1,318
3000,8,1,418
5000,12,1,131
4000,8,1,417
1000,4,1,481
1500,3,1,399
16200,30,1,283
30400,34,0,229
32300,35,0,0
1350,5,0,319
20700,33,1,240
5000,12,1,352
62800,40,1,135
2500,7,1,364
500,4,1,467
4500,11,1,126
2875,8,1,132
106900,50,1,303
3000,6,1,472
142500,60,0,-368
78400,43,1,323
24300,32,0,-314
3650,8,1,508
18200,28,1,360
1200,5,1,535
5000,12,1,51
43500,37,1,403
5500,13,1,295
2400,7,1,326
5000,12,1,416
4000,10,1,533
3000,6,1,674
11820,23,1,494
6650,15,1,255
12000,24,1,462
30400,35,1,301
3000,6,1,-87
3000,8,1,514
3200,9,1,645
2500,7,0,403
50600,39,0,146
2000,6,0,439
12800,24,1,533
3700,10,0,-443
10000,19,1,315
5000,12,0,-501
2879,8,0,-446
135000,53,1,66
10000,21,1,572
8000,19,1,235
42000,36,1,71
7000,14,1,436
106900,52,1,257
3000,6,1,571
1000,2,1,703
3000,6,1,337
6000,14,1,241
1054,5,1,461
2556,7,1,587
1500,5,1,641
1000,2,1,449
6000,12,1,394
6500,13,1,290
3000,8,1,405
3100,6,1,582
6000,14,1,325
6000,14,1,288
1000,2,1,505
1622,6,1,-147
1200,5,1,564
6000,14,1,433
3500,9,1,352
8576,19,1,275
6500,15,1,289
5672,13,1,420
3411,7,1,462
540,4,1,83
2250,7,1,410
4000,8,1,444
1500,5,1,540
5000,12,1,285
3985,8,1,164
1086,5,0,-327
4500,9,1,257
2500,7,1,269
1084,5,1,564
541,2,1,533
5000,12,1,121
6147,14,1,303
1226,5,0,135
1400,3,1,79
6158,14,0,-452
1000,2,1,591
3000,8,1,552
5000,12,1,454
13000,26,1,215
5000,10,1,344
2500,5,1,413
540,4,1,323
1500,5,1,364
5000,12,1,474
540,2,1,317
2000,6,1,353
1500,5,0,-554
5399,14,1,378
2140,7,1,105
1800,6,1,286
540,4,0,-441
1447,3,1,392
8000,18,1,419
1084,5,0,516
5693,13,1,274
10000,19,1,385
10000,19,1,416
1084,3,1,493
14500,27,1,474
14800,26,1,433
6000,14,1,523
5135,10,1,433
11000,20,1,454
11000,21,1,364
5524,11,1,405
3895,8,1,513
978,4,1,456
3000,8,1,552
1109,5,1,617
4000,10,1,248
2787,6,1,448
8000,16,1,511
3250,7,1,417
1000,4,0,-509
1000,4,1,476
122700,53,1,164
4500,11,1,415
500,4,0,-345
6000,14,1,210
12200,23,1,242
5250,13,1,211
5250,11,1,211
1000,2,1,386
2000,6,1,171
114000,52,1,222
6500,13,1,271
18200,28,1,349
7000,16,0,-448
7000,16,0,42
6000,12,1,436
7000,16,1,92
7000,17,1,325
4000,8,1,423
71700,46,1,306
2000,6,1,413
10000,19,1,307
2700,8,1,512
7000,16,0,457
4000,8,1,453
3700,8,1,448
3500,9,0,389
43500,37,1,489
800,2,1,563
500,4,1,640
18200,29,1,371
2000,6,0,-364
4700,9,1,459
750,2,1,415
1500,3,1,543
3000,8,1,543
5000,12,1,454
5000,10,1,326
8000,18,1,444
8000,18,0,459
5000,12,1,266
5000,12,1,425
8000,18,1,465
500,2,1,640
2000,4,1,482
32300,34,1,302
500,4,0,-521
9200,18,1,387
1300,5,0,279
1000,4,1,603
3500,9,0,-390
1106,3,1,422
500,2,1,588
2200,7,0,-342
2200,7,1,230
2200,7,0,546
6000,12,1,523
1558,4,1,371
542,4,1,218
5000,12,1,382
1150,3,1,443
800,4,0,-415
10000,22,1,412
5000,12,1,393
4500,11,1,510
10000,19,1,512
5000,10,1,357
3500,9,1,338
1000,4,0,575
1200,3,1,431
2867,8,0,371
4500,11,0,-372
1500,3,1,575
5000,12,1,419
2000,6,0,-361
500,4,1,464
6000,14,1,374
8000,17,1,439
2000,6,1,-59
500,4,1,414
2673,8,0,440
4800,10,1,370
3000,8,1,550
1300,5,1,492
4000,10,1,551
700,2,1,225
600,4,0,-283
3092,8,1,369
1500,5,1,469
5000,12,1,322
6500,13,1,436
8000,19,0,533
2000,6,1,403
700,2,1,547
2229,5,1,410
5000,10,1,357
4000,10,1,437
3000,8,1,485
6500,13,1,326
4500,9,1,444
6300,15,1,-33
6500,13,1,214
600,4,1,551
6000,14,1,371
6000,14,1,485
1084,5,1,347
4000,10,1,505
2600,8,1,518
2000,6,0,300
2000,6,1,484
1800,4,1,265
6000,14,1,364
1800,4,1,401
1109,3,1,459
5000,12,1,295
15000,24,1,357
2500,7,1,385
3800,8,1,364
1338,5,1,449
1500,5,0,749
7000,17,0,-243
2230,5,1,554
1200,3,1,658
2000,6,0,426
13000,22,1,566
3000,8,1,418
2500,7,1,319
1450,5,1,379
3500,7,1,240
5000,12,1,453
24300,34,1,231
1000,4,0,-24
4700,11,1,240
7500,17,1,218
50800,37,1,61
24300,34,1,393
1000,4,0,353
139300,59,0,357
71300,46,0,-633
8000,18,1,286
10000,20,1,276
27900,33,1,357
1000,4,0,-332
7600,18,1,205
1000,4,0,-583
1365,3,1,270
5000,12,0,-583
96400,53,1,302
20700,32,1,403
800,2,1,445
8500,17,1,328
1500,3,1,325
9200,20,0,232
4700,11,1,361
41100,38,1,16
41800,34,1,207
30400,33,1,284
7600,17,1,293
3200,7,1,151
6600,15,1,257
12200,22,1,376
1000,4,0,-360
1000,4,0,186
2300,7,1,283
500,4,1,440
32300,34,0,-548
32300,35,0,241
600,4,1,195
9200,20,0,87
2500,7,0,-407
4700,11,0,-364
700,2,1,556
18200,31,0,-328
1650,6,1,428
9000,18,1,331
1000,4,1,569
2100,7,0,397
8300,18,1,364
6800,13,1,336
5000,10,1,388
5000,10,1,668
1000,4,1,456
2000,6,1,478
1000,4,1,247
5500,11,1,310
5000,12,1,176
5300,13,1,572
500,4,1,502
500,4,0,-233
4700,11,0,-343
85500,48,1,273
4000,8,1,411
700,4,1,530
1300,5,1,343
8950,20,1,338
43500,37,1,0
1800,6,1,384
5250,13,1,240
6000,14,1,321
1800,4,1,505
5000,12,1,259
32300,37,1,184
500,4,1,485
3000,6,1,613
2000,6,1,539
2500,5,1,412
6500,15,0,38
21500,32,1,409
3230,9,0,-428
98200,51,1,355
62400,42,1,300
4000,10,1,491
4500,9,1,263
9500,22,1,410
5900,15,1,364
2000,6,1,447
4200,11,1,385
7600,17,0,-466
50800,39,1,284
1000,4,1,294
140200,53,1,472
9200,18,1,282
1500,5,0,297
43500,38,1,450
1200,5,1,361
1500,5,1,339
1500,5,1,575
2500,7,0,328
2600,8,0,-339
9000,20,1,374
6500,14,1,390
3000,8,1,517
500,4,0,372
600,4,0,-257
7700,17,1,366
1667,6,0,-329
2223,7,1,320
2884,6,1,417
1000,2,1,551
5672,13,1,55
1000,2,1,226
7600,15,1,282
1800,6,1,280
4000,10,1,162
3692,8,1,390
3411,7,1,370
1700,4,1,420
1500,5,1,472
6900,14,1,275
1000,4,0,-504
1000,4,0,-454
3411,7,1,299
9000,18,1,385
1600,4,1,296
3650,10,0,616
4000,8,1,505
1700,6,1,382
7500,17,1,424
3700,10,1,517
10000,20,1,424
7000,15,1,226
814,4,1,320
4300,11,1,352
3000,8,0,326
3638,7,1,363
500,4,1,675
500,4,0,-239
977,2,1,344
4100,11,0,-490
543,4,0,-346
543,4,1,280
1500,3,1,531
9500,21,1,588
3000,8,1,543
3000,6,1,552
543,4,1,456
2311,5,1,432
4500,11,0,-423
10000,20,1,296
1084,5,0,-375
9900,21,1,322
9372,18,1,377
6000,12,1,426
4700,9,1,321
11000,20,1,342
10000,20,1,364
1000,2,1,487
10000,19,1,430
9000,20,1,410
5000,13,1,359
6000,12,1,370
5000,12,1,502
4000,8,1,355
2500,7,0,-432
1000,4,0,548
1500,5,1,629
4000,10,0,-560
1500,3,1,554
3700,10,1,581
2000,6,1,522
750,4,1,606
10400,22,1,431
5000,12,1,612
3400,9,1,407
800,2,1,620
600,4,0,539
4100,10,1,342
543,4,0,-340
10000,21,1,177
10000,21,1,329
4500,11,1,451
3240,9,1,470
3500,9,1,442
1300,3,1,460
1500,5,1,497
1663,4,1,412
3500,9,1,35
15000,26,0,-9
15000,27,0,88
15000,26,0,-136
1897,6,1,356
4500,11,1,458
2500,7,1,530
11400,23,1,319
3500,7,1,155
11472,23,0,398
3600,9,0,377
2100,7,1,251
4105,8,1,356
15000,27,1,342
7000,16,1,341
6800,13,1,323
10750,20,1,332
4472,11,1,346
1115,5,1,423
1800,4,1,414
1000,2,1,320
14000,25,1,371
500,2,1,523
3900,8,1,324
2050,4,1,362
4400,9,1,497
5000,11,1,416
2230,5,1,496
4000,10,1,493
6179,12,1,322
1000,2,1,589
1500,5,1,533
6000,14,0,291
12500,24,1,289
5500,13,1,539
4225,9,1,475
12357,24,1,56
1000,2,1,447
4400,9,1,566
12000,23,1,379
14500,26,1,424
3500,9,1,507
6179,14,0,-343
6600,13,1,286
6600,15,1,444
543,4,0,-283
1200,5,1,400
1000,4,1,445
500,4,1,693
3750,8,1,212
2000,4,1,540
10000,21,1,270
71300,45,0,153
1800,4,1,270
4000,10,1,62
10000,21,1,250
6600,15,1,404
5000,12,1,368
18200,31,1,457
1500,5,0,-450
6500,13,1,250
17400,27,1,345
26700,33,1,268
5000,13,1,191
4400,11,0,-643
13400,25,1,251
9200,21,0,-407
2200,5,1,251
4000,8,1,347
30400,34,1,260
2000,6,1,155
12200,24,0,-462
18200,30,1,287
2000,6,1,455
1000,4,1,420
23200,34,1,322
1300,3,1,278
3000,6,1,140
600,4,1,506
4000,10,1,360
13600,23,1,225
4000,10,0,-159
8600,18,1,368
9200,18,1,332
600,4,0,-30
500,2,1,322
500,4,0,-576
50800,36,1,237
24300,32,0,-534
4000,10,1,571
4000,10,0,305
1500,5,1,383
8300,18,1,312
8300,18,0,-298
3000,6,1,427
13900,26,1,432
4700,9,1,-14
1500,3,1,567
74200,43,1,334
1000,4,1,499
2600,8,1,367
900,4,1,336
1250,3,1,459
2000,6,1,560
53600,38,1,381
7000,16,1,469
3000,6,1,405
4000,10,1,342
4000,8,1,409
4000,8,1,582
1500,5,1,337
7000,16,0,-407
3600,9,1,551
3000,8,1,471
6000,14,1,386
18200,30,0,-304
3000,8,1,468
1500,5,1,610
5000,10,1,399
24300,32,1,497
1000,4,1,369
5000,12,1,551
9000,18,1,452
10000,21,1,336
5000,12,1,277
5000,12,1,454
1700,4,1,593
8000,18,1,201
43500,36,1,395
2000,6,1,448
7200,17,1,453
5000,12,0,-476
5000,12,1,462
5000,12,1,472
3000,6,1,478
4000,8,1,487
2400,7,1,279
4000,8,1,544
1000,2,1,306
2450,7,1,313
800,2,1,472
1000,4,1,353
1300,5,1,513
8400,18,0,272
4200,9,1,352
2500,5,1,274
1000,4,1,332
3300,7,1,372
3200,9,1,542
24300,32,0,414
2000,6,1,535
69800,42,1,326
33800,36,1,463
10000,22,1,485
6000,12,1,433
2500,7,1,527
3650,10,0,416
9500,21,1,405
10000,22,1,453
5500,13,0,-418
800,2,1,539
8950,20,1,379
850,4,1,681
6200,14,0,-330
1082,5,0,-324
500,4,0,-426
2000,4,1,581
50800,36,1,338
10000,19,1,344
2862,8,1,257
4000,8,1,364
6734,13,1,512
3500,9,1,460
5500,13,1,453
3405,9,1,364
4000,8,1,373
3500,7,1,444
6500,16,1,485
1438,3,1,499
2300,5,1,443
1500,3,1,451
10999,20,1,110
4660,10,1,263
1667,6,0,244
5600,13,1,393
10000,21,1,385
976,4,1,304
2500,7,1,593
2400,5,1,436
10000,19,1,190
10000,20,1,305
1200,5,1,296
10000,21,1,588
1667,6,1,292
4000,10,1,418
12230,24,1,212
1200,3,1,493
6806,15,1,372
923,4,1,554
3500,9,1,419
7600,15,1,364
7600,15,1,398
1300,3,1,364
3000,8,0,101
1100,3,1,533
814,4,1,450
3000,6,1,481
2500,7,1,454
2200,7,0,-519
1000,2,1,476
3000,6,1,358
4500,9,1,444
1500,3,1,407
5000,10,1,416
6100,14,1,572
2750,8,1,347
5500,11,1,433
1500,5,1,663
1917,4,1,162
4200,11,1,513
5000,10,1,491
2000,6,1,477
4000,10,1,407
2226,7,1,413
5000,10,1,411
3000,8,1,500
3411,7,1,324
10000,19,1,381
2000,6,1,329
625,2,1,482
3000,6,1,514
1000,2,1,581
1662,4,1,532
10000,22,1,433
2000,4,1,349
3000,8,1,176
1600,6,1,541
1000,4,1,485
2216,5,1,526
10239,22,1,72
5000,10,1,505
1250,5,1,174
6147,14,1,400
500,4,1,369
1662,4,1,182
4500,10,1,354
1084,3,1,477
1000,4,0,-521
10000,21,1,474
4000,10,0,-456
4000,10,1,268
11400,21,1,405
500,4,1,516
1000,2,1,467
7000,14,1,588
3500,9,1,410
1000,4,1,339
4702,11,0,335
3600,7,1,192
9000,20,1,560
7000,17,1,331
2229,7,0,239
6000,14,1,326
3500,7,1,361
2300,7,0,-364
5000,10,1,454
10000,21,1,433
2000,6,1,604
2000,4,1,284
3500,9,1,303
3000,6,1,384
6600,15,1,572
2000,6,1,485
3000,8,1,321
12000,21,1,339
5000,12,1,288
6500,13,1,505
6000,12,1,334
4200,11,1,541
652,4,1,357
1000,4,1,513
7000,14,1,191
8000,19,1,293
1500,3,1,512
2000,6,0,-424
4973,10,1,409
2000,6,1,433
3400,9,1,453
7000,16,1,354
2200,7,0,302
758,4,1,398
2400,7,0,-583
1000,2,1,318
625,4,1,383
9236,20,1,106
2300,7,1,491
3000,6,1,316
500,4,1,421
4000,10,1,471
543,4,1,370
5000,12,1,385
8500,19,0,312
7500,15,1,108
1000,2,1,552
3700,10,1,564
500,4,0,-570
648,4,1,331
6000,14,1,290
2000,6,0,-549
2000,6,0,-549
5000,12,1,493
3000,6,1,274
7700,15,1,284
2000,6,0,-473
3450,9,1,320
2000,6,0,460
520,2,1,411
4000,8,1,461
896,4,1,194
500,4,1,557
6500,14,1,389
5000,12,1,416
2500,7,1,420
1200,5,0,531
5000,13,0,-441
2500,5,1,524
3200,9,1,561
3000,8,1,443
4300,9,1,461
2000,6,1,711
650,4,0,297
5000,12,1,348
1084,3,1,484
3423,9,0,229
4000,8,1,600
4424,11,1,454
1500,5,1,541
10000,22,1,315
500,2,1,496
4900,12,0,80
4500,11,1,433
4596,11,0,84
4000,10,1,485
1442,5,1,416
1115,5,1,283
3423,7,1,262
4400,10,1,454
750,2,1,627
4000,10,1,364
2000,6,1,222
9700,21,1,528
1000,2,1,232
6458,13,1,487
2100,7,1,669
9500,22,1,408
1500,5,1,537
2800,8,1,256
5100,10,1,342
5000,10,1,619
6000,14,1,536
2500,7,1,459
3760,8,1,438
3400,9,1,487
6000,14,1,270
1115,5,1,536
4000,10,1,525
5000,12,1,314
12200,25,1,143
3900,8,1,384
1500,3,1,358
500,4,0,-470
4500,11,0,-595
50700,40,1,247
3100,8,1,360
1000,4,0,-534
1500,5,1,159
4000,8,1,108
85500,45,1,283
43500,38,0,85
18200,32,0,-421
1000,2,1,490
3000,6,1,247
32300,34,1,21
10800,20,1,386
6000,14,1,208
4100,10,1,421
